"date","cases","cumulative_cases"
"2023-10-11",1364,4769796
"2023-10-12",1249,4771045
"2023-10-13",1064,4772109
"2023-10-14",3331,4775440
"2023-10-15",732,4776172
"2023-10-16",783,4776955
"2023-10-17",1207,4778162
"2023-10-18",1200,4779362
"2023-10-19",1167,4780529
"2023-10-20",1127,4781656
"2023-10-21",2707,4784363
"2023-10-22",801,4785164
"2023-10-23",806,4785970
"2023-10-24",1276,4787246
"2023-10-25",1214,4788460
"2023-10-26",1095,4789555
"2023-10-27",1128,4790683
"2023-10-28",3185,4793868
"2023-10-29",752,4794620
"2023-10-30",789,4795409
"2023-10-31",1039,4796448
"2023-11-01",1236,4797684
"2023-11-02",1147,4798831
"2023-11-03",1004,4799835
"2023-11-04",3155,4802990
"2023-11-05",742,4803732
"2023-11-06",941,4804673
"2023-11-07",1222,4805895
"2023-11-08",1347,4807242
"2023-11-09",1187,4808429
"2023-11-10",1102,4809531
"2023-11-11",3068,4812599
"2023-11-12",777,4813376
"2023-11-13",955,4814331
"2023-11-14",1379,4815710
"2023-11-15",1507,4817217
"2023-11-16",1433,4818650
"2023-11-17",1408,4820058
"2023-11-18",3569,4823627
"2023-11-19",831,4824458
"2023-11-20",1251,4825709
"2023-11-21",1600,4827309
"2023-11-22",1497,4828806
"2023-11-23",1439,4830245
"2023-11-24",1423,4831668
"2023-11-25",3368,4835036
"2023-11-26",1025,4836061
"2023-11-27",1129,4837190
"2023-11-28",1662,4838852
"2023-11-29",1594,4840446
"2023-11-30",1584,4842030
"2023-12-01",1363,4843393
"2023-12-02",3321,4846714
"2023-12-03",1006,4847720
"2023-12-04",1106,4848826
"2023-12-05",1624,4850450
"2023-12-06",1718,4852168
"2023-12-07",1630,4853798
"2023-12-08",1632,4855430
"2023-12-09",3155,4858585
"2023-12-10",1002,4859587
"2023-12-11",1122,4860709
"2023-12-12",1619,4862328
"2023-12-13",2046,4864374
"2023-12-14",1820,4866194
"2023-12-15",1647,4867841
"2023-12-16",3188,4871029
"2023-12-17",1095,4872124
"2023-12-18",1326,4873450
"2023-12-19",1849,4875299
"2023-12-20",1839,4877138
"2023-12-21",1690,4878828
"2023-12-22",1484,4880312
"2023-12-23",2869,4883181
"2023-12-24",997,4884178
"2023-12-25",892,4885070
"2023-12-26",854,4885924
"2023-12-27",1263,4887187
"2023-12-28",1793,4888980
"2023-12-29",1867,4890847
"2023-12-30",2904,4893751
"2023-12-31",1308,4895059
